InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
INV102547,P1007,Backpack,2,2023-08-18,6.68,10184,United Kingdom,13.36
INV102548,P1008,Backpack,9,2023-07-01,126.42,10143,United Kingdom,1137.78
INV102549,P1009,Phone Case,1,2023-09-06,353.77,10142,France,353.77
INV102550,P1010,Phone Case,4,2023-11-14,54.1,10174,France,216.4
INV102551,P1011,Laptop,1,2023-07-29,454.9,10135,Spain,454.9
INV102552,P1012,Backpack,6,2023-05-24,111.44,10020,France,668.64
INV102553,P1013,Backpack,4,2023-12-11,106.27,10087,Italy,425.08
INV102554,P1014,Charger,5,2023-04-06,94.85,10043,France,474.25
INV102555,P1015,Laptop,5,2023-12-12,11.92,10145,France,59.6
INV102556,P1016,Keyboard,9,2023-09-01,387.04,10192,Norway,3483.36
INV102557,P1017,Laptop,1,2023-03-27,438.14,10130,Spain,438.14
INV102558,P1018,Headphones,2,2023-07-03,309.01,10128,Netherlands,618.02
INV102559,P1019,Backpack,6,2023-05-01,98.16,10102,France,588.96
INV102560,P1000,Monitor,5,2023-11-28,146.21,10068,Germany,731.0500000000001
INV102561,P1001,Backpack,7,2023-04-02,240.58,10006,United Kingdom,1684.0600000000002
INV102562,P1002,Monitor,3,2023-03-11,477.4,10036,Norway,1432.1999999999998
INV102563,P1003,Laptop,3,2023-05-13,127.44,10186,United Kingdom,382.32
INV102564,P1004,Mouse,2,2023-10-06,367.16,10197,Netherlands,734.32
INV102565,P1005,Laptop,3,2023-05-17,222.53,10002,Germany,667.59
INV102566,P1006,Charger,1,2023-11-10,152.43,10130,France,152.43
INV102567,P1007,Monitor,5,2023-07-06,230.68,10183,Germany,1153.4
INV102568,P1008,Laptop,5,2023-08-09,40.25,10103,Spain,201.25
INV102569,P1009,Monitor,7,2023-02-15,400.35,10021,Netherlands,2802.4500000000003
INV102570,P1010,Keyboard,4,2023-10-05,125.43,10001,Netherlands,501.72
INV102571,P1011,Mouse,3,2023-07-11,364.08,10011,Netherlands,1092.24
INV102572,P1012,Monitor,1,2023-01-08,38.83,10189,Norway,38.83
INV102573,P1013,Smartwatch,8,2023-10-03,477.77,10145,Netherlands,3822.16
INV102574,P1014,Monitor,3,2023-06-28,100.54,10150,Norway,301.62
INV102575,P1015,Headphones,2,2023-11-30,441.96,10003,France,883.92
INV102576,P1016,Mouse,4,2023-02-08,405.69,10150,Italy,1622.76
INV102577,P1017,Keyboard,3,2023-10-20,484.09,10171,Italy,1452.27
INV102578,P1018,Smartwatch,1,2023-06-27,241.56,10120,France,241.56
INV102579,P1019,Monitor,3,2023-06-11,365.06,10128,Spain,1095.18
INV102580,P1000,Charger,2,2023-11-27,188.5,10170,Spain,377.0
INV102581,P1001,Smartwatch,8,2023-04-14,96.26,10102,France,770.08
INV102582,P1002,Charger,6,2023-06-10,224.32,10057,Netherlands,1345.92
INV102583,P1003,Phone Case,9,2023-10-14,87.05,10053,United Kingdom,783.4499999999999
INV102584,P1004,Headphones,8,2023-05-03,491.11,10002,Italy,3928.88
INV102585,P1005,Backpack,3,2023-02-23,52.64,10081,Spain,157.92000000000002
INV102586,P1006,Backpack,5,2023-02-03,296.66,10112,Netherlands,1483.3000000000002
INV102587,P1007,Mouse,7,2023-08-30,315.1,10014,Netherlands,2205.7000000000003
INV102588,P1008,Phone Case,5,2023-04-23,271.35,10070,Germany,1356.75
INV102589,P1009,Laptop,8,2023-11-14,332.78,10186,United Kingdom,2662.24
INV102590,P1010,Keyboard,5,2023-01-23,62.51,10091,United Kingdom,312.55
INV102591,P1011,Charger,1,2023-02-15,279.73,10183,Netherlands,279.73
INV102592,P1012,Backpack,5,2023-11-08,147.17,10068,Italy,735.8499999999999
INV102593,P1013,Laptop,4,2023-05-15,470.39,10112,France,1881.56
INV102594,P1014,Charger,6,2023-04-28,382.23,10130,France,2293.38
INV102595,P1015,Keyboard,3,2023-07-08,486.39,10187,Germany,1459.17
INV102596,P1016,Phone Case,5,2023-05-11,23.59,10189,Spain,117.95
INV102597,P1017,Laptop,2,2023-07-31,146.14,10058,Germany,292.28
INV102598,P1018,Phone Case,6,2023-04-23,101.73,10047,Norway,610.38
INV102599,P1019,Monitor,6,2023-02-13,10.52,10106,Spain,63.12
INV102600,P1000,Smartwatch,5,2023-05-08,124.95,10072,United Kingdom,624.75
INV102601,P1001,Charger,6,2023-12-30,340.99,10162,France,2045.94
INV102602,P1002,Charger,7,2023-06-07,119.39,10162,United Kingdom,835.73
INV102603,P1003,Charger,5,2023-09-30,256.96,10002,Norway,1284.8
INV102604,P1004,Charger,1,2023-11-11,444.47,10184,Spain,444.47
INV102605,P1005,Mouse,8,2023-12-21,348.41,10159,Italy,2787.28
INV102606,P1006,Keyboard,4,2023-12-06,200.34,10102,United Kingdom,801.36
INV102607,P1007,Headphones,9,2023-02-14,189.37,10198,Norway,1704.33
INV102608,P1008,Phone Case,6,2023-04-18,230.59,10177,Norway,1383.54
INV102609,P1009,Backpack,1,2023-08-07,92.64,10103,Spain,92.64
INV102610,P1010,Charger,3,2023-11-14,318.83,10128,Italy,956.49
INV102611,P1011,Keyboard,3,2023-11-11,185.26,10130,Norway,555.78
INV102612,P1012,Mouse,4,2023-06-26,426.92,10186,Norway,1707.68
INV102613,P1013,Charger,6,2023-08-16,379.49,10047,Germany,2276.94
INV102614,P1014,Headphones,7,2023-07-10,307.2,10001,Germany,2150.4
INV102615,P1015,Keyboard,4,2023-06-09,185.28,10111,Italy,741.12
INV102616,P1016,Monitor,6,2023-09-24,108.92,10174,Italy,653.52
INV102617,P1017,Backpack,1,2023-12-24,389.2,10179,Germany,389.2
INV102618,P1018,Mouse,8,2023-11-22,245.77,10096,Spain,1966.16
INV102619,P1019,Headphones,7,2023-07-09,116.25,10136,United Kingdom,813.75
INV102620,P1000,Laptop,9,2023-06-24,101.61,10014,France,914.49
INV102621,P1001,Smartwatch,3,2023-10-17,86.87,10050,Norway,260.61
INV102622,P1002,Mouse,2,2023-12-23,389.69,10115,Spain,779.38
INV102623,P1003,Headphones,1,2023-05-25,118.35,10043,Italy,118.35
INV102624,P1004,Smartwatch,3,2023-08-20,265.69,10156,France,797.0699999999999
INV102625,P1005,Smartwatch,5,2023-12-26,228.52,10012,Italy,1142.6000000000001
INV102626,P1006,Keyboard,2,2023-07-23,291.91,10129,Spain,583.82
INV102627,P1007,Laptop,3,2023-08-01,439.19,10151,United Kingdom,1317.57
INV102628,P1008,Headphones,4,2023-02-09,434.53,10187,Italy,1738.12
INV102629,P1009,Charger,7,2023-10-02,228.28,10036,Spain,1597.96
INV102630,P1010,Charger,3,2023-11-19,12.61,10151,Italy,37.83
INV102631,P1011,Smartwatch,9,2023-03-23,216.09,10189,Italy,1944.81
INV102632,P1012,Laptop,8,2023-06-30,305.07,10135,Norway,2440.56
INV102633,P1013,Headphones,4,2023-11-16,281.09,10115,Italy,1124.36
INV102634,P1014,Laptop,1,2023-03-24,327.41,10186,Spain,327.41
INV102635,P1015,Headphones,1,2023-10-30,81.27,10147,Netherlands,81.27
INV102636,P1016,Mouse,1,2023-09-19,325.03,10177,France,325.03
INV102637,P1017,Smartwatch,1,2023-09-29,95.41,10095,Norway,95.41
INV102638,P1018,Smartwatch,8,2023-07-19,376.51,10034,Italy,3012.08
INV102639,P1019,Backpack,3,2023-08-28,172.85,10002,Netherlands,518.55
INV102640,P1000,Laptop,6,2023-06-29,356.4,10048,France,2138.3999999999996
INV102641,P1001,Mouse,3,2023-06-20,28.69,10103,Netherlands,86.07000000000001
INV102642,P1002,Charger,5,2023-10-22,206.89,10103,United Kingdom,1034.4499999999998
INV102643,P1003,Monitor,7,2023-06-26,353.99,10192,United Kingdom,2477.9300000000003
INV102644,P1004,Keyboard,2,2023-08-25,117.3,10174,Italy,234.6
INV102645,P1005,Laptop,6,2023-05-18,398.67,10053,Norway,2392.02
INV102646,P1006,Backpack,6,2023-11-23,317.24,10027,United Kingdom,1903.44
INV102647,P1007,Smartwatch,3,2023-11-07,295.84,10130,Germany,887.52
INV102648,P1008,Backpack,6,2023-05-09,180.01,10166,Netherlands,1080.06
INV102649,P1009,Phone Case,5,2023-02-18,243.81,10102,Spain,1219.05
INV102650,P1010,Laptop,2,2023-06-13,300.69,10131,France,601.38
INV102651,P1011,Smartwatch,9,2023-10-04,238.87,10145,Norway,2149.83
INV102652,P1012,Keyboard,8,2023-10-20,350.67,10061,France,2805.36
INV102653,P1013,Monitor,3,2023-04-26,219.68,10187,United Kingdom,659.04
INV102654,P1014,Backpack,8,2023-01-24,105.13,10043,Spain,841.04
INV102655,P1015,Headphones,9,2023-11-07,110.9,10010,Norway,998.1
INV102656,P1016,Keyboard,3,2023-01-25,7.87,10123,United Kingdom,23.61
INV102657,P1017,Keyboard,3,2023-05-07,153.97,10130,France,461.90999999999997
INV102658,P1018,Mouse,2,2023-08-22,375.71,10105,Spain,751.42
INV102659,P1019,Monitor,8,2023-07-28,398.11,10189,Italy,3184.88
INV102660,P1000,Laptop,1,2023-04-03,105.22,10187,Germany,105.22
INV102661,P1001,Keyboard,8,2023-04-04,479.73,10070,Norway,3837.84
INV102662,P1002,Charger,7,2023-11-23,253.69,10192,Germany,1775.83
INV102663,P1003,Headphones,7,2023-08-13,458.9,10023,France,3212.2999999999997
INV102664,P1004,Keyboard,3,2023-10-07,354.85,10062,Norway,1064.5500000000002
INV102665,P1005,Backpack,1,2023-01-11,362.6,10171,Germany,362.6
INV102666,P1006,Monitor,4,2023-11-25,47.1,10107,Norway,188.4
INV102667,P1007,Mouse,9,2023-01-12,113.9,10164,Netherlands,1025.1000000000001
INV102668,P1008,Phone Case,5,2023-02-04,9.36,10197,Netherlands,46.8
INV102669,P1009,Monitor,1,2023-08-16,359.48,10087,Spain,359.48
INV102670,P1010,Headphones,5,2023-08-08,175.5,10128,United Kingdom,877.5
INV102671,P1011,Charger,8,2023-05-21,394.39,10087,Spain,3155.12
INV102672,P1012,Backpack,8,2023-01-23,172.77,10085,United Kingdom,1382.16
INV102673,P1013,Laptop,5,2023-03-24,410.57,10034,United Kingdom,2052.85
INV102674,P1014,Laptop,9,2023-08-17,69.7,10142,Netherlands,627.3000000000001
INV102675,P1015,Monitor,1,2023-12-10,90.82,10008,Norway,90.82
INV102676,P1016,Charger,4,2023-03-21,173.73,10095,France,694.92
INV102677,P1017,Keyboard,3,2023-12-19,207.2,10048,United Kingdom,621.5999999999999
INV102678,P1018,Monitor,2,2023-10-17,177.61,10146,Netherlands,355.22
INV102679,P1019,Headphones,8,2023-11-27,383.01,10044,Spain,3064.08
INV102680,P1000,Mouse,7,2023-06-08,52.99,10044,Italy,370.93
INV102681,P1001,Smartwatch,9,2023-05-08,178.85,10023,Italy,1609.6499999999999
INV102682,P1002,Mouse,2,2023-07-09,419.43,10053,Norway,838.86
INV102683,P1003,Keyboard,4,2023-01-31,38.06,10127,Spain,152.24
INV102684,P1004,Smartwatch,6,2023-12-25,471.46,10062,Spain,2828.7599999999998
INV102685,P1005,Smartwatch,3,2023-01-15,493.23,10050,United Kingdom,1479.69
INV102686,P1006,Headphones,8,2023-11-09,48.84,10007,Germany,390.72
INV102687,P1007,Phone Case,3,2023-03-16,149.18,10115,Italy,447.54
INV102688,P1008,Headphones,2,2023-02-03,189.34,10110,France,378.68
INV102689,P1009,Charger,3,2023-12-25,389.31,10081,Italy,1167.93
INV102690,P1010,Keyboard,6,2023-07-15,299.98,10110,Norway,1799.88
INV102691,P1011,Keyboard,2,2023-11-27,323.96,10169,France,647.92
INV102692,P1012,Backpack,8,2023-01-29,379.97,10050,Spain,3039.76
INV102693,P1013,Monitor,1,2023-07-13,63.4,10067,Italy,63.4
INV102694,P1014,Laptop,7,2023-01-16,417.44,10134,Italy,2922.08
INV102695,P1015,Monitor,2,2023-03-18,354.28,10189,Netherlands,708.56
INV102696,P1016,Backpack,6,2023-10-20,290.78,10043,Netherlands,1744.6799999999998
INV102697,P1017,Headphones,2,2023-03-22,445.42,10159,Netherlands,890.84
INV102698,P1018,Charger,2,2023-05-04,351.65,10186,France,703.3
INV102699,P1019,Smartwatch,8,2023-01-19,104.84,10071,United Kingdom,838.72
INV102700,P1000,Mouse,2,2023-04-12,217.72,10040,Italy,435.44
INV102701,P1001,Keyboard,7,2023-03-18,249.55,10159,Spain,1746.8500000000001
INV102702,P1002,Keyboard,3,2023-08-17,32.33,10143,Netherlands,96.99
INV102703,P1003,Headphones,8,2023-10-24,477.55,10081,Spain,3820.4
INV102704,P1004,Mouse,7,2023-07-22,68.65,10047,Netherlands,480.55000000000007
INV102705,P1005,Laptop,8,2023-03-02,350.24,10112,Spain,2801.92
INV102706,P1006,Charger,7,2023-01-26,255.58,10071,Netherlands,1789.0600000000002
INV102707,P1007,Keyboard,6,2023-03-12,17.69,10040,Spain,106.14000000000001
INV102708,P1008,Backpack,7,2023-04-13,462.75,10154,France,3239.25
INV102709,P1009,Backpack,5,2023-11-22,426.66,10037,Italy,2133.3
INV102710,P1010,Laptop,7,2023-12-29,264.51,10103,Germany,1851.57
INV102711,P1011,Phone Case,1,2023-06-06,118.33,10086,Netherlands,118.33
INV102712,P1012,Smartwatch,1,2023-12-29,65.2,10143,France,65.2
INV102713,P1013,Mouse,9,2023-12-25,184.88,10020,Germany,1663.92
INV102714,P1014,Monitor,5,2023-07-13,131.44,10061,Italy,657.2
INV102715,P1015,Smartwatch,5,2023-10-02,255.81,10002,Norway,1279.05
INV102716,P1016,Monitor,3,2023-11-20,483.37,10001,Norway,1450.1100000000001
INV102717,P1017,Mouse,5,2023-07-05,289.6,10146,Norway,1448.0
INV102718,P1018,Monitor,3,2023-11-22,445.52,10037,Italy,1336.56
INV102719,P1019,Mouse,9,2023-04-23,327.19,10130,United Kingdom,2944.71
INV102720,P1000,Smartwatch,9,2023-11-09,240.25,10136,Spain,2162.25
INV102721,P1001,Keyboard,6,2023-06-14,428.03,10032,France,2568.18
INV102722,P1002,Backpack,1,2023-03-02,238.33,10159,Germany,238.33
INV102723,P1003,Phone Case,7,2023-04-02,434.97,10057,Germany,3044.79
INV102724,P1004,Charger,7,2023-10-13,149.33,10010,Italy,1045.3100000000002
INV102725,P1005,Charger,4,2023-06-02,68.76,10087,Italy,275.04
INV102726,P1006,Smartwatch,8,2023-08-13,428.38,10052,United Kingdom,3427.04
INV102727,P1007,Mouse,6,2023-05-07,295.77,10128,Germany,1774.62
INV102728,P1008,Headphones,4,2023-07-12,445.1,10120,Italy,1780.4
INV102729,P1009,Laptop,4,2023-04-25,469.22,10129,Norway,1876.88
INV102730,P1010,Phone Case,2,2023-09-19,31.55,10008,Netherlands,63.1
INV102731,P1011,Monitor,2,2023-01-18,252.98,10052,Netherlands,505.96
INV102732,P1012,Keyboard,4,2023-01-10,190.61,10160,Spain,762.44
INV102733,P1013,Headphones,5,2023-04-02,314.8,10179,United Kingdom,1574.0
INV102734,P1014,Laptop,8,2023-05-19,397.83,10102,United Kingdom,3182.64
INV102735,P1015,Charger,6,2023-11-29,143.89,10014,Netherlands,863.3399999999999
INV102736,P1016,Phone Case,4,2023-12-23,280.62,10020,Norway,1122.48
INV102737,P1017,Backpack,7,2023-12-06,355.82,10110,Germany,2490.74
INV102738,P1018,Mouse,8,2023-02-21,71.54,10011,United Kingdom,572.32
INV102739,P1019,Smartwatch,2,2023-07-14,407.96,10091,Norway,815.92
INV102740,P1000,Monitor,7,2023-07-25,305.02,10146,Italy,2135.14
INV102741,P1001,Monitor,2,2023-10-14,475.02,10053,France,950.04
INV102742,P1002,Laptop,2,2023-04-03,173.07,10095,Spain,346.14
INV102743,P1003,Smartwatch,8,2023-11-05,58.53,10050,Spain,468.24
INV102744,P1004,Laptop,2,2023-05-25,255.72,10062,United Kingdom,511.44
INV102745,P1005,Mouse,9,2023-03-27,47.48,10089,Netherlands,427.32
INV102746,P1006,Monitor,1,2023-06-02,484.92,10085,France,484.92
INV102747,P1007,Keyboard,9,2023-01-02,24.15,10183,Germany,217.35
INV102748,P1008,Monitor,1,2023-12-08,377.98,10186,Norway,377.98
INV102749,P1009,Backpack,2,2023-09-17,264.93,10038,Netherlands,529.86
INV102750,P1010,Monitor,6,2023-06-13,187.47,10179,Germany,1124.82
INV102751,P1011,Headphones,6,2023-01-06,37.59,10107,Netherlands,225.54000000000002
INV102752,P1012,Charger,1,2023-05-29,312.97,10197,United Kingdom,312.97
INV102753,P1013,Charger,7,2023-07-24,294.68,10127,United Kingdom,2062.76
INV102754,P1014,Laptop,8,2023-04-28,144.04,10120,Italy,1152.32
INV102755,P1015,Smartwatch,2,2023-03-30,455.56,10171,Germany,911.12
INV102756,P1016,Charger,8,2023-06-03,155.53,10001,United Kingdom,1244.24
INV102757,P1017,Mouse,9,2023-06-16,227.61,10161,France,2048.4900000000002
INV102758,P1018,Headphones,6,2023-06-10,274.16,10130,Spain,1644.96
INV102759,P1019,Monitor,5,2023-09-27,54.61,10050,Norway,273.05
INV102760,P1000,Laptop,9,2023-02-25,466.42,10123,France,4197.78
INV102761,P1001,Smartwatch,9,2023-08-16,190.4,10102,Norway,1713.6000000000001
INV102762,P1002,Smartwatch,1,2023-12-03,44.99,10050,United Kingdom,44.99
INV102763,P1003,Monitor,3,2023-05-29,196.71,10091,Italy,590.13
INV102764,P1004,Mouse,9,2023-02-15,302.1,10145,France,2718.9
INV102765,P1005,Keyboard,2,2023-05-24,259.26,10001,United Kingdom,518.52
INV102766,P1006,Smartwatch,4,2023-08-26,348.8,10011,Germany,1395.2
INV102767,P1007,Phone Case,4,2023-09-29,32.46,10061,Germany,129.84
INV102768,P1008,Smartwatch,2,2023-04-30,145.85,10087,Norway,291.7
INV102769,P1009,Headphones,3,2023-12-06,410.52,10183,Norway,1231.56
INV102770,P1010,Laptop,3,2023-08-08,44.55,10097,Netherlands,133.64999999999998
INV102771,P1011,Laptop,1,2023-01-08,428.47,10189,Spain,428.47
INV102772,P1012,Smartwatch,6,2023-12-10,50.49,10138,United Kingdom,302.94
INV102773,P1013,Mouse,8,2023-10-02,418.05,10059,Netherlands,3344.4
INV102774,P1014,Backpack,3,2023-12-19,183.59,10115,Netherlands,550.77
INV102775,P1015,Mouse,5,2023-03-07,308.04,10043,France,1540.2
INV102776,P1016,Headphones,1,2023-03-20,80.68,10051,Netherlands,80.68
INV102777,P1017,Laptop,7,2023-03-27,37.75,10062,United Kingdom,264.25
INV102778,P1018,Phone Case,1,2023-05-04,111.89,10000,Netherlands,111.89
INV102779,P1019,Keyboard,9,2023-07-21,68.29,10199,Germany,614.61
INV102780,P1000,Headphones,8,2023-05-30,159.64,10098,Netherlands,1277.12
INV102781,P1001,Headphones,7,2023-02-15,259.62,10013,Germany,1817.3400000000001
INV102782,P1002,Charger,7,2023-04-23,296.44,10183,Spain,2075.08
INV102783,P1003,Monitor,5,2023-04-01,395.98,10122,Netherlands,1979.9
INV102784,P1004,Laptop,5,2023-05-21,329.84,10187,Germany,1649.1999999999998
INV102785,P1005,Backpack,5,2023-10-16,306.34,10187,Norway,1531.6999999999998
INV102786,P1006,Backpack,1,2023-08-06,208.83,10037,France,208.83
INV102787,P1007,Headphones,8,2023-03-18,239.54,10099,Spain,1916.32
INV102788,P1008,Laptop,1,2023-11-30,210.19,10128,France,210.19
INV102789,P1009,Charger,4,2023-06-01,421.87,10057,Spain,1687.48
INV102790,P1010,Phone Case,9,2023-11-19,118.85,10087,Norway,1069.6499999999999
INV102791,P1011,Laptop,9,2023-08-27,7.83,10146,Italy,70.47
INV102792,P1012,Laptop,5,2023-04-25,327.4,10050,Spain,1637.0
INV102793,P1013,Monitor,4,2023-11-15,105.22,10089,Norway,420.88
INV102794,P1014,Charger,3,2023-04-04,445.61,10092,United Kingdom,1336.83
INV102795,P1015,Keyboard,3,2023-02-17,430.23,10027,Italy,1290.69
INV102796,P1016,Mouse,5,2023-07-10,42.98,10122,United Kingdom,214.89999999999998
INV102797,P1017,Monitor,1,2023-01-12,57.66,10061,Germany,57.66
INV102798,P1018,Keyboard,5,2023-06-05,250.11,10089,Spain,1250.5500000000002
INV102799,P1019,Laptop,6,2023-06-21,306.57,10147,France,1839.42
INV102800,P1000,Keyboard,7,2023-10-23,141.08,10186,Netherlands,987.5600000000001
INV102801,P1001,Backpack,9,2023-06-26,359.81,10147,Spain,3238.29
INV102802,P1002,Charger,3,2023-12-07,299.48,10151,Norway,898.44
INV102803,P1003,Keyboard,2,2023-02-26,165.79,10013,Italy,331.58
INV102804,P1004,Charger,3,2023-12-09,17.56,10051,United Kingdom,52.67999999999999
INV102805,P1005,Laptop,9,2023-12-06,376.32,10158,Netherlands,3386.88
INV102806,P1006,Charger,7,2023-07-22,111.3,10008,France,779.1
INV102807,P1007,Headphones,9,2023-07-04,418.06,10133,Italy,3762.54
INV102808,P1008,Phone Case,2,2023-05-01,213.04,10160,Netherlands,426.08
INV102809,P1009,Smartwatch,5,2023-08-14,290.65,10161,France,1453.25
INV102810,P1010,Phone Case,4,2023-07-21,437.11,10183,Norway,1748.44
INV102811,P1011,Phone Case,2,2023-11-26,432.49,10167,United Kingdom,864.98
INV102812,P1012,Charger,9,2023-12-29,188.9,10020,Norway,1700.1000000000001
INV102813,P1013,Backpack,9,2023-12-22,108.4,10129,France,975.6
INV102814,P1014,Mouse,6,2023-08-04,388.7,10133,Spain,2332.2
INV102815,P1015,Monitor,6,2023-02-12,219.37,10107,France,1316.22
INV102816,P1016,Backpack,8,2023-01-23,100.06,10129,Norway,800.48
INV102817,P1017,Headphones,6,2023-06-04,452.69,10129,United Kingdom,2716.14
INV102818,P1018,Mouse,1,2023-07-05,103.06,10158,United Kingdom,103.06
INV102819,P1019,Backpack,4,2023-09-06,17.77,10038,Netherlands,71.08
INV102820,P1000,Mouse,7,2023-08-25,15.04,10179,Norway,105.28
INV102821,P1001,Mouse,2,2023-10-20,313.05,10133,Netherlands,626.1
INV102822,P1002,Charger,9,2023-05-14,332.53,10088,Germany,2992.7699999999995
INV102823,P1003,Laptop,8,2023-11-17,158.97,10184,Germany,1271.76
INV102824,P1004,Keyboard,8,2023-01-22,163.41,10149,France,1307.28
INV102825,P1005,Laptop,7,2023-12-27,173.05,10102,Italy,1211.3500000000001
INV102826,P1006,Headphones,4,2023-03-29,341.68,10008,France,1366.72
INV102827,P1007,Backpack,2,2023-06-02,33.78,10059,Germany,67.56
INV102828,P1008,Mouse,3,2023-05-05,464.91,10120,Germany,1394.73
INV102829,P1009,Monitor,6,2023-03-20,115.15,10002,Italy,690.9000000000001
INV102830,P1010,Phone Case,5,2023-12-12,499.84,10133,France,2499.2
INV102831,P1011,Mouse,8,2023-02-20,89.9,10026,France,719.2
INV102832,P1012,Backpack,6,2023-08-04,386.92,10053,Norway,2321.52
INV102833,P1013,Keyboard,6,2023-06-25,115.59,10179,Germany,693.54
INV102834,P1014,Backpack,1,2023-12-24,45.02,10186,France,45.02
INV102835,P1015,Charger,4,2023-09-10,438.09,10050,Italy,1752.36
INV102836,P1016,Mouse,5,2023-09-03,430.08,10128,Germany,2150.4
INV102837,P1017,Laptop,3,2023-08-15,204.77,10190,United Kingdom,614.3100000000001
INV102838,P1018,Backpack,9,2023-04-16,352.69,10171,United Kingdom,3174.21
INV102839,P1019,Headphones,1,2023-07-12,280.75,10190,Norway,280.75
INV102840,P1000,Keyboard,6,2023-11-12,427.21,10047,Spain,2563.2599999999998
INV102841,P1001,Mouse,6,2023-10-29,160.95,10138,Norway,965.6999999999999
INV102842,P1002,Headphones,5,2023-02-05,264.22,10143,United Kingdom,1321.1000000000001
INV102843,P1003,Laptop,5,2023-07-23,245.26,10071,United Kingdom,1226.3
INV102844,P1004,Backpack,5,2023-09-24,180.18,10178,Norway,900.9000000000001
INV102845,P1005,Charger,6,2023-09-25,446.27,10044,Netherlands,2677.62
INV102846,P1006,Headphones,8,2023-06-19,87.11,10189,Netherlands,696.88
INV102847,P1007,Laptop,2,2023-02-08,79.01,10130,Spain,158.02
INV102848,P1008,Smartwatch,6,2023-05-19,290.57,10017,Norway,1743.42
INV102849,P1009,Charger,1,2023-10-19,330.46,10112,United Kingdom,330.46
INV102850,P1010,Smartwatch,4,2023-02-21,101.34,10091,Italy,405.36
INV102851,P1011,Charger,3,2023-10-14,198.41,10151,Spain,595.23
INV102852,P1012,Laptop,9,2023-10-16,473.55,10190,France,4261.95
INV102853,P1013,Phone Case,3,2023-05-21,127.08,10001,Italy,381.24
INV102854,P1014,Headphones,6,2023-05-26,335.84,10095,Netherlands,2015.04
INV102855,P1015,Mouse,1,2023-11-10,371.37,10159,France,371.37
INV102856,P1016,Charger,6,2023-07-03,226.82,10095,Spain,1360.92
INV102857,P1017,Backpack,4,2023-06-01,469.08,10130,Norway,1876.32
INV102858,P1018,Charger,8,2023-07-20,369.65,10189,Spain,2957.2
INV102859,P1019,Laptop,9,2023-05-08,231.67,10050,Spain,2085.0299999999997
INV102860,P1000,Charger,4,2023-10-14,286.82,10127,France,1147.28
INV102861,P1001,Keyboard,6,2023-11-07,347.84,10187,Spain,2087.04
INV102862,P1002,Charger,1,2023-09-10,298.13,10122,Germany,298.13
INV102863,P1003,Phone Case,4,2023-09-23,439.96,10096,Spain,1759.84
INV102864,P1004,Headphones,7,2023-07-07,181.66,10197,France,1271.62
INV102865,P1005,Smartwatch,1,2023-08-18,153.44,10119,Norway,153.44
INV102866,P1006,Keyboard,8,2023-09-28,110.85,10088,Germany,886.8
INV102867,P1007,Smartwatch,6,2023-09-16,23.7,10123,United Kingdom,142.2
INV102868,P1008,Backpack,5,2023-10-26,26.29,10028,Germany,131.45
INV102869,P1009,Phone Case,9,2023-07-17,435.68,10043,France,3921.12
INV102870,P1010,Laptop,2,2023-11-19,340.8,10014,Italy,681.6
INV102871,P1011,Phone Case,5,2023-02-25,331.96,10151,France,1659.8
INV102872,P1012,Smartwatch,6,2023-11-15,309.25,10050,France,1855.5
INV102873,P1013,Mouse,7,2023-07-22,425.36,10103,Italy,2977.52
INV102874,P1014,Backpack,5,2023-09-28,242.73,10034,Spain,1213.6499999999999
INV102875,P1015,Mouse,9,2023-04-19,435.85,10122,Netherlands,3922.65
INV102876,P1016,Backpack,1,2023-04-26,182.93,10186,Spain,182.93
INV102877,P1017,Monitor,7,2023-04-02,463.72,10061,Italy,3246.04
INV102878,P1018,Charger,7,2023-05-18,350.84,10129,France,2455.8799999999997
INV102879,P1019,Smartwatch,4,2023-10-30,132.3,10012,United Kingdom,529.2
INV102880,P1000,Backpack,9,2023-02-26,284.22,10102,Netherlands,2557.9800000000005
INV102881,P1001,Backpack,5,2023-02-19,268.85,10058,Netherlands,1344.25
INV102882,P1002,Backpack,4,2023-03-12,73.26,10080,Italy,293.04
INV102883,P1003,Keyboard,7,2023-03-23,297.67,10081,Italy,2083.69
INV102884,P1004,Charger,4,2023-04-15,160.82,10052,Germany,643.28
INV102885,P1005,Backpack,3,2023-03-29,30.91,10116,Italy,92.73
INV102886,P1006,Charger,9,2023-01-02,474.58,10129,United Kingdom,4271.22
INV102887,P1007,Monitor,8,2023-12-26,322.54,10051,Netherlands,2580.32
INV102888,P1008,Backpack,1,2023-03-25,439.07,10048,Norway,439.07
INV102889,P1009,Headphones,7,2023-02-12,339.65,10161,United Kingdom,2377.5499999999997
INV102890,P1010,Smartwatch,9,2023-06-03,181.71,10052,Norway,1635.39
INV102891,P1011,Smartwatch,8,2023-11-23,258.78,10043,France,2070.24
INV102892,P1012,Phone Case,8,2023-04-04,339.49,10128,Germany,2715.92
INV102893,P1013,Headphones,6,2023-10-25,480.32,10187,Italy,2881.92
INV102894,P1014,Phone Case,4,2023-05-13,130.57,10050,Italy,522.28
INV102895,P1015,Charger,8,2023-03-06,438.11,10058,Norway,3504.88
INV102896,P1016,Mouse,3,2023-10-17,462.42,10189,France,1387.26
